any	45.53157358356112
he	34.256470604555034
them	32.416228530512605
t	30.11754153168268
new	29.657227521748112
us	28.730666050603354
use	28.278850995432734
so	26.89830007473372
his	26.20216630368571
people	25.059420008178797
They	23.916444076840673
think	23.68290597975709
would	23.2219789272382
did	22.993761989022037
know	22.990537955036853
There	22.528943133790957
but	22.073982609673312
had	22.06823204250216
done	22.064411879633155
known	21.376947397665415
It's	21.1507886199541
were	20.92843699696991
first	19.77064018030562
do	19.769058055002287
Western	19.764795495582383
m	19.0877257710862
just	19.082339449697503
give	19.0789432439065
possible	18.39074329649407
particular	17.46972389315397
full	17.465504482701313
ll	17.24144462927388
top	17.23686344893252
that's	17.235474679133457
up	17.015388908396204
reason	17.007668995710983
and	16.549354278070368
either	16.362463687946637
NOT	16.32461648810466
event	16.087263269791855
whose	15.63568653133444
more	15.635026059543398
death	15.63227620587891
conservative	15.630921473779052
amongst	15.625858227235046
set	15.403035021541456
reported	15.181854080116427
political	15.175598735876674
One	14.94066158113174
because	14.488600793524366
came	14.252816900401424
never	14.249338560070656
very	14.023507833858773
then	14.018076048558166
got	14.017418766011737
aren	13.793450133179688
matter	13.788591324221388
still	13.783786893833351
view	13.558806698701948
turned	13.557535542886704
year	13.343294031187352
go	13.103431790206194
May	13.102175301061509
held	13.101540687041101
isn	12.640115190574072
part	12.416733230954783
various	12.415378233943802
ago	12.412771274079745
World	12.411818517943189
wouldn	12.184843702077774
called	12.184622897218246
after	12.184435908605627
Chinese	12.181257719332303
self	12.178465567045398
anything	11.964679393251139
off	11.960578096232437
bad	11.958034770180543
they	11.957008052358258
between	11.955111245779806
You	11.954802730959202
him	11.953978908272854
thought	11.953646171757553
raise	11.952993517124725
shouldn	11.949826200292755
Although	11.720187796617921
own	11.49557785349929
move	11.49180042245412
authorities	11.264668212324143
having	11.261841364822752
New	11.03461467107151
alone	10.800945210735819
those	10.348579656435673
words	10.348523146961465
real	10.348465929698023
accompanied	10.345532518109495
day	10.34484727669861
Archbishop	10.344466817911618
October	10.34442021360955
minor	10.34409967579925
minutes	10.343375863280208
considered	10.343320500695715
returned	10.34103806734007
aid	10.341033040488336
said	10.339728882680008
simple	10.136019029630539
against	10.117379641206243
faith	10.11616329540931
refuse	10.115281492541575
until	10.115108861030008
July	10.114100776826433
certainly	10.113344465374194
family	10.113003445179695
addition	10.11149661940597
public	10.11067644339772
probably	10.109959133983047
information	9.89028898922944
responsibility	9.888113478613045
effect	9.886804265813913
man	9.886019459088166
during	9.885232205454532
anti	9.88499622526608
events	9.884667628959406
annual	9.88149177571827
serious	9.657295963513125
focused	9.656705302679551
Great	9.655603390168613
involved	9.65486362493668
suffer	9.654532937439878
Don	9.65304349345422
pray	9.65294680842959
tax	9.652730489068688
Do	9.651831725015674
drop	9.65122812374314
built	9.421963888315139
my	9.193379577956799
arse	9.191945345806136
chances	8.961484739124561
forget	8.743738990607543
doesn	8.734941616682642
type	8.732165765914097
something	8.506133053774676
started	8.283585633038596
lead	8.28217683708783
religious	8.279866946105752
issues	8.279128182839175
next	8.278466534220982
God	8.27835910493663
system	8.278133246103286
grounds	8.277453316868355
brothers	8.27720201201112
history	8.277019599608552
tend	8.276771541254552
vote	8.276594454940149
France	8.276552982266933
want	8.275892748166907
Indeed	8.275880462659615
President	8.275613284688086
thanks	8.27553323342926
attend	8.27536244876854
languages	8.27484693775163
home	8.274778334006243
Ukraine	8.27460340930187
ceremony	8.274504434933394
me	8.272794271871161
wrote	8.272483312474364
judgment	8.052276735624734
things	8.047717279915492
great	8.047013150863691
much	8.046947523654682
ones	8.046937491643487
matters	8.046504198896786
neither	8.045945265094621
But	8.045925053842364
number	8.045812196730243
literature	8.04579070758099
typical	8.045682191716482
such	8.045591410624116
wants	8.045190094213103
needs	8.045189601899576
speaking	8.045164054220493
helped	8.044810818654874
changed	8.044574823362675
developed	8.044214226667311
Once	8.043073165491224
power	8.042824413350829
Hierarch	7.818722035158915
protect	7.817761579799214
out	7.81658967380012
equally	7.816469787134643
Ray	7.81645617730818
hard	7.816414249093104
knew	7.816367689315734
keep	7.816193345026537
aided	7.816085277257779
music	7.8156224170386475
turn	7.81549969728399
issue	7.815264431637112
already	7.8134309514804325
